file_name,model_name,temperature,xml_prompt,task_instruction,task_reasoning,task_options,top_option_name,top_option_count,second_option_name,second_option_count,third_option_name,third_option_count,fourth_option_name,fourth_option_count,unanswered_count,answered_count,total_count,unanswered_prop,top_prop_all,second_prop_all,third_prop_all,fourth_prop_all,top_prop_answered,second_prop_answered,third_prop_answered,fourth_prop_answered,convergence_answered,convergence_all,extracted_by_rule_count,extracted_by_llm_count,extracted_by_human_count,extracted_by_rule_prop,extracted_by_llm_prop,extracted_by_human_prop,avg_token_count,median_token_count,min_token_count,max_token_count,total_token_count,avg_before_answer_token_count,median_before_answer_token_count,min_before_answer_token_count,max_before_answer_token_count,total_before_answer_token_count
res_coordinate_numbers-text_none_deepseek-v3.json,deepseek-v3,default,False,coordinate,none,numbers-text,four,59,one,45,two,8,three,8,0,120,120,0.0,0.49166666666666664,0.375,0.06666666666666667,0.06666666666666667,0.49166666666666664,0.375,0.06666666666666667,0.06666666666666667,0.39124999999999993,0.39124999999999993,7,113,0,0.058333333333333334,0.9416666666666667,0.0,995.8333333333334,1106.5,1,4144,119500,48.891666666666666,50.0,1,160,5867
res_coordinate_emoji-1_none_llama-33-70b.json,llama-33-70b,default,False,coordinate,none,emoji-1,🎩,42,🐙,28,🚀,25,🎨,24,1,119,120,0.008333333333333333,0.35,0.23333333333333334,0.20833333333333334,0.2,0.35294117647058826,0.23529411764705882,0.21008403361344538,0.20168067226890757,0.2647411905938847,0.2604166666666667,82,38,0,0.6833333333333333,0.31666666666666665,0.0,47.525,3.0,3,515,5703,27.133333333333333,0.0,0,187,3256
res_coordinate_kanji-random-english_step-by-step_deepseek-v3.json,deepseek-v3,default,False,coordinate,step-by-step,kanji-random-english,book,61,dog,26,hand,19,stone,14,0,120,120,0.0,0.5083333333333333,0.21666666666666667,0.15833333333333333,0.11666666666666667,0.5083333333333333,0.21666666666666667,0.15833333333333333,0.11666666666666667,0.34402777777777777,0.34402777777777777,1,119,0,0.008333333333333333,0.9916666666666667,0.0,484.23333333333335,316.0,163,1312,58108,129.725,83.5,20,496,15567
res_coordinate_kanji-nature-english_none_gpt-4o.json,gpt-4o,default,False,coordinate,none,kanji-nature-english,light,91,rain,22,tree,4,wind,3,0,120,120,0.0,0.7583333333333333,0.18333333333333332,0.03333333333333333,0.025,0.7583333333333333,0.18333333333333332,0.03333333333333333,0.025,0.6104166666666666,0.6104166666666666,120,0,0,1.0,0.0,0.0,1.0,1.0,1,1,120,0.0,0.0,0,0,0
res_control_shapes-1-icon_none_llama-31-405b.json,llama-31-405b,default,False,control,none,shapes-1-icon,☆,60,◯,28,▢,27,△,5,0,120,120,0.0,0.5,0.23333333333333334,0.225,0.041666666666666664,0.5,0.23333333333333334,0.225,0.041666666666666664,0.35680555555555554,0.35680555555555554,119,1,0,0.9916666666666667,0.008333333333333333,0.0,1.525,2.0,1,3,183,0.041666666666666664,0.0,0,2,5
res_coordinate_shapes-2-text_step-by-step_llama-31-405b.json,llama-31-405b,default,False,coordinate,step-by-step,shapes-2-text,circle,105,square,9,triangle,5,diamond,1,0,120,120,0.0,0.875,0.075,0.041666666666666664,0.008333333333333333,0.875,0.075,0.041666666666666664,0.008333333333333333,0.7730555555555556,0.7730555555555556,0,120,0,0.0,1.0,0.0,468.2083333333333,341.0,119,8982,56185,198.2,136.5,44,4327,23784
res_coordinate_shapes-3-text_step-by-step_llama-32-3b.json,llama-32-3b,default,False,coordinate,step-by-step,shapes-3-text,filled diamond,49,filled triangle,38,hollow triangle,21,hollow diamond,10,2,118,120,0.016666666666666666,0.4083333333333333,0.31666666666666665,0.175,0.08333333333333333,0.4152542372881356,0.3220338983050847,0.17796610169491525,0.0847457627118644,0.31499569089342144,0.3048611111111111,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0
res_coordinate_emoji-2_step-by-step_llama-32-1b.json,llama-32-1b,default,False,coordinate,step-by-step,emoji-2,📉,32,🍴,26,🎈,25,🔒,24,13,107,120,0.10833333333333334,0.26666666666666666,0.21666666666666667,0.20833333333333334,0.2,0.29906542056074764,0.24299065420560748,0.2336448598130841,0.22429906542056074,0.2533845750720587,0.21319444444444446,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0
res_control_shapes-2-text_none_llama-33-70b.json,llama-33-70b,default,False,control,none,shapes-2-text,circle,89,square,25,triangle,6,diamond,0,0,120,120,0.0,0.7416666666666667,0.20833333333333334,0.05,0.0,0.7416666666666667,0.20833333333333334,0.05,0.0,0.5959722222222222,0.5959722222222222,119,1,0,0.9916666666666667,0.008333333333333333,0.0,1.025,1.0,1,2,123,0.36666666666666664,0.0,0,2,44
res_control_shapes-1-text_none_deepseek-v3.json,deepseek-v3,default,False,control,none,shapes-1-text,circle,111,square,6,star,2,triangle,1,0,120,120,0.0,0.925,0.05,0.016666666666666666,0.008333333333333333,0.925,0.05,0.016666666666666666,0.008333333333333333,0.8584722222222223,0.8584722222222223,115,5,0,0.9583333333333334,0.041666666666666664,0.0,1.0777777777777777,1.0,1,7,97,0.05555555555555555,0.0,0,4,5
res_coordinate_kanji-random_step-by-step_llama-31-8b.json,llama-31-8b,default,False,coordinate,step-by-step,kanji-random,手,45,本,29,犬,23,石,11,12,108,120,0.1,0.375,0.24166666666666667,0.19166666666666668,0.09166666666666666,0.4166666666666667,0.26851851851851855,0.21296296296296297,0.10185185185185185,0.301440329218107,0.25416666666666665,0,120,0,0.0,1.0,0.0,4661.35,276.5,106,86289,559362,1132.2083333333333,86.5,5,45191,135865
res_coordinate_kanji-random_step-by-step_deepseek-v3.json,deepseek-v3,default,False,coordinate,step-by-step,kanji-random,犬,43,手,37,本,27,石,13,0,120,120,0.0,0.35833333333333334,0.30833333333333335,0.225,0.10833333333333334,0.35833333333333334,0.30833333333333335,0.225,0.10833333333333334,0.28583333333333333,0.28583333333333333,11,109,0,0.09166666666666666,0.9083333333333333,0.0,359.84166666666664,310.5,202,1677,43181,109.29166666666667,83.0,30,243,13115
res_coordinate_colours_reason_llama-31-8b.json,llama-31-8b,default,False,coordinate,reason,colours,🟩,60,🟧,22,🟨,19,🟫,9,10,110,120,0.08333333333333333,0.5,0.18333333333333332,0.15833333333333333,0.075,0.5454545454545454,0.2,0.17272727272727273,0.08181818181818182,0.37404958677685946,0.32125,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0
res_coordinate_emoji-3_step-by-step_llama-31-405b.json,llama-31-405b,default,False,coordinate,step-by-step,emoji-3,🕰,91,🎾,11,🪣,10,📬,8,0,120,120,0.0,0.7583333333333333,0.09166666666666666,0.08333333333333333,0.06666666666666667,0.7583333333333333,0.09166666666666666,0.08333333333333333,0.06666666666666667,0.5948611111111111,0.5948611111111111,0,120,0,0.0,1.0,0.0,503.34166666666664,400.0,194,8177,60401,163.55,129.5,33,751,19626
res_control_letters_none_gpt-4o.json,gpt-4o,default,False,control,none,letters,A,107,C,4,B,0,D,0,9,111,120,0.075,0.8916666666666667,0.03333333333333333,0.0,0.0,0.963963963963964,0.036036036036036036,0.0,0.0,0.930525119714309,0.8018055555555555,111,9,0,0.925,0.075,0.0,1.8666666666666667,1.0,1,16,224,0.95,0.0,0,16,114
res_coordinate_emoji-3-text_none_llama-32-3b.json,llama-32-3b,default,False,coordinate,none,emoji-3-text,bucket,58,mailbox,25,clock,24,tennis ball,9,4,116,120,0.03333333333333333,0.48333333333333334,0.20833333333333334,0.2,0.075,0.5,0.21551724137931033,0.20689655172413793,0.07758620689655173,0.34527348394768137,0.32375000000000004,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0
res_control_colours_reason_llama-32-1b.json,llama-32-1b,default,False,control,reason,colours,🟩,0,🟨,0,🟧,0,🟫,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0
res_control_numbers_none_claude-35-sonnet.json,claude-35-sonnet,default,False,control,none,numbers,1,63,2,43,3,13,4,1,0,120,120,0.0,0.525,0.35833333333333334,0.10833333333333334,0.008333333333333333,0.525,0.35833333333333334,0.10833333333333334,0.008333333333333333,0.41583333333333333,0.41583333333333333,120,0,0,1.0,0.0,0.0,1.0,1.0,1,1,120,0.0,0.0,0,0,0
res_control_shapes-3-text_none_claude-35-sonnet.json,claude-35-sonnet,default,False,control,none,shapes-3-text,hollow triangle,52,hollow diamond,43,filled triangle,13,filled diamond,12,0,120,120,0.0,0.43333333333333335,0.35833333333333334,0.10833333333333334,0.1,0.43333333333333335,0.35833333333333334,0.10833333333333334,0.1,0.3379166666666667,0.3379166666666667,120,0,0,1.0,0.0,0.0,2.7916666666666665,3.0,2,3,335,0.0,0.0,0,0,0
res_coordinate_numbers-text_none_deepseek-r1.json,deepseek-r1,default,False,coordinate,none,numbers-text,four,108,one,10,three,2,two,0,0,120,120,0.0,0.9,0.08333333333333333,0.016666666666666666,0.0,0.9,0.08333333333333333,0.016666666666666666,0.0,0.8172222222222223,0.8172222222222223,120,0,0,1.0,0.0,0.0,1.0,1.0,1,1,120,0.0,0.0,0,0,0
res_control_emoji-3_none_deepseek-v3.json,deepseek-v3,default,False,control,none,emoji-3,🕰,91,🎾,24,📬,5,🪣,0,0,120,120,0.0,0.7583333333333333,0.2,0.041666666666666664,0.0,0.7583333333333333,0.2,0.041666666666666664,0.0,0.6168055555555556,0.6168055555555556,120,0,0,1.0,0.0,0.0,3.0,3.0,3,3,270,0.0,0.0,0,0,0
res_coordinate_letters_step-by-step_deepseek-v3.json,deepseek-v3,default,False,coordinate,step-by-step,letters,A,104,C,9,D,5,B,2,0,120,120,0.0,0.8666666666666667,0.075,0.041666666666666664,0.016666666666666666,0.8666666666666667,0.075,0.041666666666666664,0.016666666666666666,0.7587500000000001,0.7587500000000001,1,119,0,0.008333333333333333,0.9916666666666667,0.0,413.6333333333333,298.0,122,1372,49636,85.925,86.0,0,239,10311
res_coordinate_emoji-3_step-by-step_o1-mini.json,o1-mini,default,False,coordinate,step-by-step,emoji-3,🕰,4,📬,3,🪣,2,🎾,1,0,10,10,0.0,0.4,0.3,0.2,0.1,0.4,0.3,0.2,0.1,0.30000000000000004,0.30000000000000004,0,10,0,0.0,1.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0
res_coordinate_kanji-nature_step-by-step_llama-32-1b.json,llama-32-1b,default,False,coordinate,step-by-step,kanji-nature,光,35,風,23,雨,21,木,17,24,96,120,0.2,0.2916666666666667,0.19166666666666668,0.175,0.14166666666666666,0.3645833333333333,0.23958333333333334,0.21875,0.17708333333333334,0.26953125,0.2125,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0
res_coordinate_kanji-random_step-by-step_gpt-4o.json,gpt-4o,default,False,coordinate,step-by-step,kanji-random,手,72,本,22,犬,18,石,8,0,120,120,0.0,0.6,0.18333333333333332,0.15,0.06666666666666667,0.6,0.18333333333333332,0.15,0.06666666666666667,0.4205555555555555,0.4205555555555555,0,120,0,0.0,1.0,0.0,321.15833333333336,308.0,181,541,38539,154.55833333333334,153.5,41,302,18547
res_coordinate_emoji-3_step-by-step_llama-33-70b.json,llama-33-70b,default,False,coordinate,step-by-step,emoji-3,🕰,64,🪣,26,🎾,15,📬,14,1,119,120,0.008333333333333333,0.5333333333333333,0.21666666666666667,0.125,0.11666666666666667,0.5378151260504201,0.2184873949579832,0.12605042016806722,0.11764705882352941,0.3667113904385283,0.3606944444444445,0,120,0,0.0,1.0,0.0,455.26666666666665,428.5,169,863,54632,160.925,136.5,32,831,19311
res_control_kanji-nature_none_claude-35-sonnet.json,claude-35-sonnet,default,False,control,none,kanji-nature,光,53,木,41,風,16,雨,10,0,120,120,0.0,0.44166666666666665,0.3416666666666667,0.13333333333333333,0.08333333333333333,0.44166666666666665,0.3416666666666667,0.13333333333333333,0.08333333333333333,0.33652777777777776,0.33652777777777776,120,0,0,1.0,0.0,0.0,1.6583333333333334,2.0,1,2,199,0.0,0.0,0,0,0
res_coordinate_emoji-3-text_step-by-step_claude-35-sonnet.json,claude-35-sonnet,default,False,coordinate,step-by-step,emoji-3-text,clock,78,bucket,32,tennis ball,9,mailbox,1,0,120,120,0.0,0.65,0.26666666666666666,0.075,0.008333333333333333,0.65,0.26666666666666666,0.075,0.008333333333333333,0.4993055555555556,0.4993055555555556,0,120,0,0.0,1.0,0.0,222.8,223.0,164,317,26736,113.73333333333333,112.0,56,201,13648
res_coordinate_colours-text_step-by-step_llama-31-70b.json,llama-31-70b,default,False,coordinate,step-by-step,colours-text,green,48,brown,35,yellow,25,orange,11,1,119,120,0.008333333333333333,0.4,0.2916666666666667,0.20833333333333334,0.09166666666666666,0.40336134453781514,0.29411764705882354,0.21008403361344538,0.09243697478991597,0.3018854600663795,0.2969444444444445,0,120,0,0.0,1.0,0.0,300.26666666666665,251.5,96,3003,36032,172.875,137.0,49,2999,20745
res_control_shapes-3-icon_none_deepseek-v3.json,deepseek-v3,default,False,control,none,shapes-3-icon,▲,46,◇,37,△,36,◆,1,0,120,120,0.0,0.38333333333333336,0.30833333333333335,0.3,0.008333333333333333,0.38333333333333336,0.30833333333333335,0.3,0.008333333333333333,0.3320833333333334,0.3320833333333334,119,1,0,0.9916666666666667,0.008333333333333333,0.0,3.0,2.0,2,92,270,0.044444444444444446,0.0,0,4,4
res_coordinate_letters_none_deepseek-v3.json,deepseek-v3,default,False,coordinate,none,letters,A,102,D,8,B,5,C,5,0,120,120,0.0,0.85,0.06666666666666667,0.041666666666666664,0.041666666666666664,0.85,0.06666666666666667,0.041666666666666664,0.041666666666666664,0.7304166666666667,0.7304166666666667,6,114,0,0.05,0.95,0.0,927.2166666666667,1014.0,1,2816,111266,19.441666666666666,0.0,0,116,2333
res_coordinate_letters_none_llama-31-70b.json,llama-31-70b,default,False,coordinate,none,letters,A,81,B,23,C,10,D,6,0,120,120,0.0,0.675,0.19166666666666668,0.08333333333333333,0.05,0.675,0.19166666666666668,0.08333333333333333,0.05,0.5018055555555556,0.5018055555555556,13,107,0,0.10833333333333334,0.8916666666666667,0.0,60.71666666666667,51.0,1,290,7286,29.758333333333333,26.0,0,132,3571
res_control_emoji-2-text_none_o1-mini.json,o1-mini,default,False,control,none,emoji-2-text,balloon,64,fork,25,lock,13,chart down,0,18,102,120,0.15,0.5333333333333333,0.20833333333333334,0.10833333333333334,0.0,0.6274509803921569,0.24509803921568626,0.12745098039215685,0.0,0.4700115340253749,0.3620833333333333,94,26,0,0.7833333333333333,0.21666666666666667,0.0,5.86,2.0,1,37,586,4.22,0.0,0,37,422
res_coordinate_shapes-2-text_step-by-step_claude-35-sonnet.json,claude-35-sonnet,default,False,coordinate,step-by-step,shapes-2-text,circle,116,triangle,3,square,1,diamond,0,0,120,120,0.0,0.9666666666666667,0.025,0.008333333333333333,0.0,0.9666666666666667,0.025,0.008333333333333333,0.0,0.9351388888888889,0.9351388888888889,0,120,0,0.0,1.0,0.0,221.66666666666666,222.0,170,281,26600,165.29166666666666,165.5,55,254,19835
res_control_shapes-3-text_none_llama-31-405b.json,llama-31-405b,default,False,control,none,shapes-3-text,filled diamond,40,hollow diamond,34,filled triangle,31,hollow triangle,11,4,116,120,0.03333333333333333,0.3333333333333333,0.2833333333333333,0.25833333333333336,0.09166666666666666,0.3448275862068966,0.29310344827586204,0.2672413793103448,0.09482758620689655,0.2852259215219976,0.26763888888888887,66,54,0,0.55,0.45,0.0,7.425,4.0,2,41,891,5.425,3.5,0,39,651
res_control_letters_none_o1-mini.json,o1-mini,default,False,control,none,letters,A,5,C,3,B,2,D,0,110,10,120,0.9166666666666666,0.041666666666666664,0.025,0.016666666666666666,0.0,0.5,0.3,0.2,0.0,0.38,0.8429166666666665,9,111,0,0.075,0.925,0.0,28.23,30.0,1,47,2823,28.13,30.0,0,47,2813
res_coordinate_emoji-3_none_llama-31-70b.json,llama-31-70b,default,False,coordinate,none,emoji-3,🕰,56,🎾,34,📬,21,🪣,8,1,119,120,0.008333333333333333,0.4666666666666667,0.2833333333333333,0.175,0.06666666666666667,0.47058823529411764,0.2857142857142857,0.17647058823529413,0.06722689075630252,0.33874726361132684,0.33319444444444446,24,96,0,0.2,0.8,0.0,40.016666666666666,28.0,3,256,4802,27.608333333333334,20.0,0,256,3313
